Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
female,group D,some college,standard,completed,single,sometimes,no,3,school_bus,05-Oct,61,61,69
male,group C,bachelor's degree,standard,completed,married,regularly,yes,2,private,05-Oct,95,100,99
male,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,4,private,05-Oct,74,76,77
male,group C,master's degree,free/reduced,none,single,regularly,no,1,school_bus,05-Oct,85,89,86
male,group C,high school,standard,completed,married,regularly,yes,1,private,< 5,71,69,75
male,group D,high school,standard,completed,married,regularly,no,2,private,05-Oct,69,61,67
female,group C,some college,standard,none,single,regularly,yes,2,private,05-Oct,82,83,77
female,group D,some college,free/reduced,completed,single,sometimes,yes,2,school_bus,< 5,52,71,72
female,group D,associate's degree,standard,completed,single,regularly,no,1,school_bus,05-Oct,91,90,93
male,group C,master's degree,standard,none,married,sometimes,no,3,school_bus,< 5,41,43,40
male,group C,some high school,standard,none,married,sometimes,yes,1,school_bus,< 5,80,83,72
female,group E,some college,standard,none,married,regularly,yes,4,school_bus,05-Oct,77,72,76
male,group B,some high school,standard,none,married,sometimes,no,1,school_bus,05-Oct,59,58,53
male,group D,associate's degree,standard,none,divorced,regularly,yes,3,school_bus,< 5,99,88,90
female,group C,high school,standard,completed,married,regularly,yes,1,private,< 5,67,72,79
female,group E,associate's degree,free/reduced,completed,married,regularly,no,3,school_bus,05-Oct,72,76,78
male,group D,master's degree,standard,completed,married,sometimes,yes,3,school_bus,< 5,64,60,62
female,group C,some high school,free/reduced,none,single,sometimes,yes,3,school_bus,< 5,33,45,41
female,group D,some high school,standard,none,married,sometimes,no,3,private,< 5,73,82,81
male,group B,some college,free/reduced,none,married,sometimes,no,2,school_bus,> 10,35,35,30
female,group B,bachelor's degree,free/reduced,none,single,sometimes,yes,2,school_bus,05-Oct,48,53,56
female,group A,some college,standard,none,single,regularly,yes,4,school_bus,< 5,58,71,68
female,group B,associate's degree,standard,none,married,regularly,no,3,private,< 5,49,52,52
female,group B,high school,standard,none,single,sometimes,yes,3,school_bus,05-Oct,58,76,69
male,group A,high school,standard,completed,divorced,sometimes,yes,0,private,> 10,82,74,74
female,group D,some college,standard,none,single,never,no,3,private,> 10,77,92,89
female,group A,associate's degree,free/reduced,completed,divorced,sometimes,no,1,private,< 5,65,80,82
male,group C,associate's degree,free/reduced,none,single,sometimes,yes,1,school_bus,05-Oct,66,68,66
female,group C,some high school,free/reduced,completed,single,sometimes,yes,0,private,> 10,45,65,63
female,group E,some high school,free/reduced,none,divorced,regularly,yes,0,school_bus,05-Oct,56,57,50
female,group C,some high school,standard,none,single,sometimes,no,1,private,< 5,47,63,65
male,group E,high school,standard,completed,single,never,yes,3,private,> 10,75,71,72
male,group D,some college,standard,completed,married,never,yes,0,school_bus,> 10,75,75,76
male,group C,associate's degree,standard,none,married,sometimes,yes,1,private,< 5,86,72,78
female,group B,master's degree,standard,none,married,never,no,3,school_bus,< 5,86,93,93
female,group D,some high school,standard,completed,divorced,regularly,yes,1,private,05-Oct,62,62,69
male,group C,associate's degree,standard,none,married,sometimes,yes,0,private,05-Oct,94,89,86
male,group D,some college,standard,completed,married,sometimes,no,3,school_bus,05-Oct,82,81,88
female,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,4,school_bus,05-Oct,73,85,83
male,group D,some college,standard,none,married,sometimes,yes,1,school_bus,05-Oct,83,85,81
female,group C,some college,standard,completed,married,sometimes,yes,0,private,05-Oct,63,70,72
male,group D,master's degree,standard,none,married,sometimes,no,2,school_bus,> 10,69,76,75
female,group D,some high school,standard,none,single,regularly,yes,3,private,> 10,95,87,93
male,group C,some college,free/reduced,none,married,never,no,2,private,05-Oct,50,51,47
female,group C,bachelor's degree,standard,none,single,sometimes,yes,1,school_bus,< 5,82,92,92
female,group C,some high school,free/reduced,completed,divorced,sometimes,no,4,private,05-Oct,57,78,69
female,group C,associate's degree,free/reduced,none,divorced,regularly,no,2,private,05-Oct,65,82,82
female,group C,high school,standard,none,single,sometimes,no,3,private,05-Oct,53,61,57
female,group E,some college,free/reduced,none,divorced,sometimes,yes,2,school_bus,< 5,73,80,84
male,group D,some college,standard,none,married,never,yes,3,private,< 5,74,73,76
female,group D,high school,free/reduced,none,divorced,sometimes,yes,5,school_bus,< 5,45,59,58
male,group B,bachelor's degree,free/reduced,none,single,sometimes,yes,1,private,05-Oct,88,77,76
male,group E,associate's degree,free/reduced,none,married,never,no,4,school_bus,05-Oct,76,77,68
female,group C,some high school,standard,none,single,sometimes,no,1,private,05-Oct,75,86,84
female,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,05-Oct,72,86,83
female,group E,high school,standard,none,married,never,no,4,school_bus,> 10,90,95,95
male,group D,high school,standard,none,single,regularly,yes,1,school_bus,05-Oct,78,58,66
female,group C,high school,free/reduced,none,married,never,yes,2,school_bus,< 5,29,42,38
male,group B,associate's degree,free/reduced,none,married,sometimes,no,3,school_bus,> 10,51,52,54
male,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,3,school_bus,> 10,75,81,70
female,group B,bachelor's degree,free/reduced,completed,married,sometimes,no,3,school_bus,05-Oct,46,64,67
female,group D,bachelor's degree,standard,completed,divorced,sometimes,no,3,school_bus,05-Oct,74,79,84
male,group B,some high school,free/reduced,none,married,sometimes,no,2,school_bus,05-Oct,38,37,31
female,group B,bachelor's degree,standard,none,single,regularly,yes,2,private,< 5,69,78,75
female,group C,bachelor's degree,standard,none,married,sometimes,yes,1,school_bus,05-Oct,59,65,65
female,group B,some high school,standard,completed,married,sometimes,yes,1,private,> 10,81,91,94
male,group C,some high school,free/reduced,none,single,sometimes,yes,2,school_bus,05-Oct,52,61,54
male,group E,some college,standard,completed,married,regularly,yes,1,private,< 5,99,94,96
female,group B,some college,standard,none,married,sometimes,yes,2,private,05-Oct,44,46,54
male,group D,some college,standard,none,divorced,regularly,no,2,school_bus,> 10,86,75,78
male,group C,some high school,free/reduced,completed,single,sometimes,yes,1,private,< 5,44,52,47
male,group B,high school,free/reduced,none,married,sometimes,no,4,school_bus,05-Oct,77,82,76
male,group D,associate's degree,standard,completed,married,sometimes,yes,4,school_bus,< 5,90,90,92
male,group E,bachelor's degree,standard,none,married,sometimes,no,4,private,05-Oct,92,87,86
male,group B,associate's degree,standard,completed,single,sometimes,yes,1,private,> 10,95,86,84
male,group B,some high school,free/reduced,none,single,sometimes,no,3,school_bus,05-Oct,28,24,24
female,group A,some college,free/reduced,completed,single,sometimes,yes,3,school_bus,05-Oct,75,84,89
female,group E,some college,standard,completed,married,regularly,yes,0,private,05-Oct,73,72,69
female,group C,high school,free/reduced,none,divorced,regularly,yes,1,school_bus,05-Oct,44,62,58
female,group A,high school,standard,none,married,sometimes,yes,0,school_bus,05-Oct,85,95,91
male,group C,some college,standard,none,married,regularly,yes,3,school_bus,05-Oct,82,75,72
male,group C,some college,free/reduced,completed,married,regularly,yes,1,private,< 5,65,63,64
male,group C,some high school,standard,none,single,sometimes,no,2,school_bus,< 5,58,54,52
female,group C,bachelor's degree,free/reduced,none,divorced,never,yes,3,school_bus,05-Oct,52,70,68
female,group E,high school,standard,completed,married,never,yes,2,school_bus,> 10,85,92,91
female,group C,some college,free/reduced,none,single,regularly,yes,2,private,05-Oct,33,40,36
female,group A,some college,free/reduced,none,married,sometimes,yes,1,school_bus,05-Oct,52,71,68
female,group B,some college,free/reduced,completed,married,regularly,yes,3,school_bus,05-Oct,49,63,62
female,group E,some high school,standard,none,single,sometimes,yes,1,private,> 10,96,100,94
male,group D,high school,free/reduced,none,single,sometimes,no,2,school_bus,05-Oct,63,65,61
male,group B,high school,standard,none,single,sometimes,yes,4,private,< 5,62,63,59
female,group D,high school,free/reduced,none,divorced,regularly,no,1,private,05-Oct,56,64,69
male,group C,some college,free/reduced,none,married,never,no,1,private,< 5,62,67,60
female,group C,bachelor's degree,standard,none,divorced,regularly,yes,2,private,< 5,66,70,79
female,group D,high school,standard,completed,married,never,no,3,school_bus,05-Oct,86,98,97
female,group D,some high school,standard,completed,single,never,yes,1,school_bus,> 10,59,52,61
female,group C,bachelor's degree,standard,none,married,sometimes,yes,0,school_bus,< 5,84,93,89
male,group D,some college,standard,none,married,regularly,no,3,school_bus,< 5,71,63,65
female,group E,associate's degree,standard,completed,divorced,never,yes,2,private,< 5,62,78,74
female,group B,some college,free/reduced,none,single,never,no,1,private,< 5,47,59,56
female,group C,high school,standard,none,single,sometimes,yes,1,private,< 5,73,95,91
male,group D,high school,standard,none,divorced,regularly,yes,1,private,< 5,81,80,75
female,group C,high school,standard,none,married,sometimes,yes,1,school_bus,< 5,58,51,62
male,group D,bachelor's degree,free/reduced,none,married,regularly,yes,2,private,< 5,63,55,62
female,group C,some high school,standard,completed,married,sometimes,yes,2,school_bus,05-Oct,63,73,73
male,group C,associate's degree,standard,none,married,regularly,no,3,school_bus,> 10,55,63,58
female,group D,high school,standard,none,married,sometimes,no,1,school_bus,05-Oct,85,87,90
male,group D,associate's degree,standard,completed,single,regularly,yes,2,school_bus,05-Oct,56,59,59
male,group D,some high school,standard,none,single,sometimes,yes,1,school_bus,> 10,71,61,61
female,group D,associate's degree,standard,none,married,sometimes,yes,1,private,05-Oct,85,89,90
male,group E,associate's degree,free/reduced,none,divorced,sometimes,no,1,school_bus,05-Oct,91,81,72
male,group B,high school,free/reduced,none,married,sometimes,yes,3,school_bus,> 10,53,48,53
male,group C,some college,standard,completed,married,sometimes,yes,3,private,05-Oct,61,56,54
female,group D,some college,standard,completed,single,sometimes,yes,3,school_bus,05-Oct,62,70,75
female,group C,bachelor's degree,standard,completed,married,sometimes,yes,1,school_bus,> 10,66,73,75
female,group D,bachelor's degree,standard,none,single,sometimes,no,4,private,> 10,75,82,92
male,group D,high school,standard,none,married,sometimes,no,4,school_bus,< 5,64,60,59
female,group C,some college,standard,none,married,regularly,no,3,private,> 10,66,74,69
female,group E,master's degree,standard,none,married,regularly,no,1,school_bus,< 5,69,79,83
female,group C,bachelor's degree,standard,completed,single,sometimes,yes,2,school_bus,05-Oct,86,89,100
male,group C,high school,free/reduced,none,married,sometimes,no,2,school_bus,05-Oct,58,72,63
male,group B,bachelor's degree,free/reduced,none,divorced,regularly,yes,2,school_bus,< 5,48,46,45
female,group C,associate's degree,free/reduced,none,single,never,yes,0,private,05-Oct,56,67,56
male,group E,high school,standard,none,single,sometimes,yes,0,school_bus,> 10,90,85,78
male,group C,some college,standard,none,single,sometimes,no,1,private,< 5,64,75,74
female,group C,master's degree,free/reduced,none,married,regularly,yes,2,private,< 5,34,38,45
male,group B,master's degree,standard,none,divorced,sometimes,yes,0,school_bus,> 10,81,74,68
male,group B,some college,standard,none,married,never,yes,1,school_bus,05-Oct,68,70,64
female,group C,some high school,standard,completed,single,never,yes,5,school_bus,05-Oct,77,94,84
male,group E,some college,free/reduced,none,single,regularly,yes,3,school_bus,05-Oct,56,57,51
male,group C,some high school,standard,none,divorced,sometimes,yes,1,private,< 5,63,57,49
female,group C,high school,free/reduced,completed,married,never,yes,5,private,05-Oct,45,70,69
female,group D,high school,free/reduced,none,single,never,yes,5,private,05-Oct,66,82,76
male,group C,some high school,standard,none,married,sometimes,yes,1,school_bus,05-Oct,72,49,58
female,group A,some high school,standard,none,single,never,yes,1,school_bus,> 10,67,64,64
male,group E,some college,free/reduced,none,married,regularly,yes,4,school_bus,05-Oct,89,77,70
female,group D,high school,free/reduced,none,married,sometimes,no,1,school_bus,05-Oct,56,60,67
female,group A,some high school,free/reduced,none,divorced,regularly,yes,1,school_bus,05-Oct,53,74,67
female,group B,bachelor's degree,standard,none,married,regularly,yes,3,school_bus,< 5,72,74,76
male,group C,some college,standard,none,divorced,sometimes,no,2,school_bus,< 5,48,40,43
male,group A,some college,standard,completed,divorced,sometimes,yes,3,school_bus,05-Oct,69,68,70
male,group C,master's degree,standard,none,single,sometimes,yes,1,school_bus,05-Oct,74,78,74
male,group D,some college,standard,completed,married,never,no,3,school_bus,05-Oct,87,81,91
female,group A,bachelor's degree,free/reduced,completed,married,sometimes,yes,2,private,05-Oct,65,86,80
female,group D,bachelor's degree,free/reduced,none,married,regularly,no,3,private,05-Oct,78,87,90
male,group A,associate's degree,free/reduced,none,married,regularly,yes,1,school_bus,05-Oct,64,53,53
male,group D,high school,standard,none,divorced,sometimes,no,2,school_bus,05-Oct,90,84,76
female,group B,some college,standard,none,married,regularly,yes,0,school_bus,05-Oct,75,91,85
male,group C,bachelor's degree,standard,none,divorced,sometimes,no,2,school_bus,< 5,71,69,65
female,group C,some high school,free/reduced,completed,married,sometimes,yes,4,private,05-Oct,65,75,73
female,group B,high school,standard,none,married,regularly,no,3,private,05-Oct,70,72,72
male,group E,some high school,standard,completed,married,regularly,yes,2,school_bus,05-Oct,80,66,66
male,group E,some college,standard,none,married,sometimes,yes,0,private,< 5,97,95,90
male,group D,some college,standard,completed,widowed,regularly,yes,3,private,05-Oct,71,56,60
female,group D,associate's degree,standard,completed,married,never,yes,4,school_bus,< 5,54,72,74
male,group C,some college,standard,none,single,never,no,3,private,05-Oct,86,83,75
male,group E,bachelor's degree,standard,completed,married,never,yes,1,private,05-Oct,97,90,94
female,group A,associate's degree,standard,none,married,regularly,no,1,private,05-Oct,89,97,92
female,group E,some high school,standard,none,married,regularly,yes,2,school_bus,05-Oct,76,78,82
female,group D,some college,standard,none,single,never,no,3,private,> 10,67,72,70
female,group D,bachelor's degree,free/reduced,none,divorced,regularly,yes,0,school_bus,05-Oct,55,66,65
female,group D,associate's degree,standard,completed,married,sometimes,no,2,private,< 5,67,71,76
female,group D,some high school,free/reduced,none,married,regularly,no,3,school_bus,05-Oct,73,69,75
female,group E,some college,standard,none,divorced,sometimes,no,4,private,05-Oct,62,69,62
female,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,4,school_bus,< 5,55,70,77
male,group C,bachelor's degree,free/reduced,none,married,regularly,yes,1,private,< 5,58,59,59
female,group D,bachelor's degree,standard,none,married,sometimes,no,5,private,> 10,95,95,100
male,group A,associate's degree,free/reduced,none,widowed,never,yes,3,private,05-Oct,50,56,55
male,group B,master's degree,free/reduced,none,married,never,no,1,school_bus,05-Oct,65,66,65
female,group D,some college,standard,none,single,regularly,yes,1,private,05-Oct,64,68,71
female,group C,some high school,standard,completed,divorced,sometimes,yes,1,school_bus,05-Oct,60,69,72
male,group E,some high school,standard,none,single,sometimes,yes,3,school_bus,< 5,71,60,51
female,group D,master's degree,free/reduced,none,married,sometimes,yes,1,private,05-Oct,67,80,85
female,group C,high school,standard,none,married,sometimes,yes,0,private,< 5,46,46,47
female,group B,some high school,free/reduced,completed,divorced,regularly,yes,3,private,< 5,53,61,68
male,group B,some high school,standard,none,married,sometimes,yes,3,school_bus,05-Oct,79,62,67
male,group C,associate's degree,free/reduced,none,married,sometimes,yes,1,school_bus,05-Oct,81,78,75
male,group C,some high school,free/reduced,none,married,regularly,yes,4,private,< 5,67,52,55
male,group D,high school,free/reduced,completed,single,sometimes,no,3,school_bus,< 5,58,65,60
female,group D,associate's degree,free/reduced,none,married,sometimes,no,2,school_bus,05-Oct,66,73,79
male,group C,high school,free/reduced,completed,married,regularly,no,4,school_bus,05-Oct,56,58,53
male,group C,some high school,standard,completed,married,never,yes,0,school_bus,05-Oct,65,67,57
male,group C,master's degree,free/reduced,none,married,regularly,yes,3,private,05-Oct,63,57,55
male,group B,some college,standard,completed,married,sometimes,yes,3,school_bus,05-Oct,93,91,95
male,group E,some high school,standard,completed,single,sometimes,yes,2,school_bus,05-Oct,93,84,86
male,group B,some college,standard,none,married,regularly,no,1,private,> 10,76,70,75
female,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,05-Oct,83,84,84
male,group B,master's degree,standard,none,married,sometimes,no,3,school_bus,05-Oct,83,74,67
male,group C,bachelor's degree,standard,none,married,regularly,yes,2,private,< 5,54,55,51
female,group D,bachelor's degree,standard,none,married,sometimes,yes,2,private,< 5,81,77,87
female,group C,some college,standard,none,divorced,regularly,no,1,private,> 10,62,75,69
female,group E,some college,standard,completed,married,sometimes,yes,0,private,05-Oct,71,73,80
female,group D,bachelor's degree,standard,none,divorced,regularly,yes,0,school_bus,05-Oct,65,73,77
female,group E,high school,standard,none,single,sometimes,yes,3,school_bus,05-Oct,90,90,95
male,group B,some high school,standard,none,married,regularly,yes,3,private,05-Oct,69,74,65
male,group D,associate's degree,free/reduced,none,divorced,regularly,yes,1,private,05-Oct,70,66,59
male,group E,bachelor's degree,free/reduced,none,divorced,sometimes,no,3,school_bus,05-Oct,49,42,37
male,group E,associate's degree,standard,none,married,sometimes,yes,4,private,> 10,88,79,77
male,group B,associate's degree,standard,completed,married,regularly,yes,1,private,< 5,69,71,67
male,group D,associate's degree,standard,none,married,regularly,yes,2,school_bus,05-Oct,77,59,63
male,group C,high school,standard,none,married,regularly,no,1,private,> 10,85,85,81
female,group C,some college,standard,completed,divorced,sometimes,yes,0,school_bus,> 10,78,86,90
female,group C,some high school,free/reduced,completed,married,sometimes,no,4,school_bus,05-Oct,52,59,57
female,group B,some high school,free/reduced,none,divorced,never,yes,3,private,05-Oct,51,54,57
male,group B,some college,free/reduced,completed,married,sometimes,no,1,private,< 5,81,69,71
male,group A,high school,standard,completed,married,regularly,no,1,private,< 5,63,57,53
female,group D,some college,standard,completed,married,sometimes,yes,1,school_bus,> 10,84,96,94
male,group B,some college,free/reduced,none,married,sometimes,yes,0,school_bus,05-Oct,52,53,49
male,group D,some college,standard,none,married,regularly,yes,2,school_bus,05-Oct,72,63,68
female,group C,high school,free/reduced,completed,married,sometimes,no,5,private,> 10,41,49,58
male,group D,associate's degree,standard,none,married,sometimes,yes,1,private,> 10,89,89,82
female,group C,bachelor's degree,standard,none,married,regularly,yes,1,private,05-Oct,58,87,80
female,group E,associate's degree,standard,none,married,never,yes,1,private,05-Oct,72,80,77
female,group B,high school,standard,none,married,sometimes,yes,0,school_bus,> 10,69,73,74
male,group E,high school,standard,none,divorced,sometimes,yes,4,school_bus,< 5,94,90,85
male,group C,bachelor's degree,standard,completed,divorced,regularly,no,1,school_bus,05-Oct,65,81,73
female,group E,some high school,standard,none,married,sometimes,yes,2,school_bus,> 10,83,85,88
female,group D,some high school,standard,none,divorced,sometimes,yes,3,private,05-Oct,74,82,80
male,group C,some college,free/reduced,completed,widowed,regularly,no,3,school_bus,05-Oct,78,71,70
female,group D,some high school,free/reduced,none,married,never,no,1,school_bus,05-Oct,28,43,39
female,group A,some college,standard,none,married,sometimes,no,1,private,05-Oct,77,83,80
male,group C,some high school,free/reduced,none,married,never,yes,0,private,05-Oct,44,46,39
male,group C,some high school,standard,none,married,regularly,yes,2,school_bus,< 5,64,63,52
female,group D,some college,standard,none,divorced,regularly,no,3,private,< 5,39,42,43
female,group D,some high school,standard,completed,single,regularly,no,2,private,05-Oct,55,62,72
female,group C,associate's degree,free/reduced,none,single,sometimes,no,1,private,05-Oct,56,64,62
female,group C,associate's degree,standard,none,married,regularly,yes,3,private,05-Oct,82,86,89
male,group E,associate's degree,standard,completed,married,sometimes,yes,1,private,> 10,80,70,72
male,group D,some high school,standard,none,married,regularly,yes,0,school_bus,> 10,44,33,38
female,group B,some high school,standard,none,single,regularly,no,1,private,< 5,83,75,78
female,group D,some college,free/reduced,none,married,regularly,no,3,school_bus,> 10,55,55,55
male,group D,some high school,standard,none,single,never,no,2,school_bus,05-Oct,87,83,80
female,group C,associate's degree,standard,none,married,sometimes,yes,0,school_bus,> 10,36,36,43
male,group C,bachelor's degree,free/reduced,none,divorced,never,yes,0,school_bus,05-Oct,83,77,75
male,group E,high school,standard,completed,single,regularly,yes,2,school_bus,> 10,73,73,74
male,group A,some high school,standard,none,single,regularly,yes,1,school_bus,05-Oct,59,58,54
male,group B,some college,standard,none,divorced,regularly,no,4,private,< 5,67,75,70
female,group D,high school,standard,none,married,sometimes,yes,3,private,> 10,59,66,66
male,group C,associate's degree,free/reduced,none,married,regularly,no,3,school_bus,05-Oct,42,50,39
female,group D,some college,standard,completed,married,regularly,yes,4,private,< 5,53,63,73
male,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,7,school_bus,05-Oct,71,64,61
male,group C,master's degree,free/reduced,completed,single,sometimes,yes,3,private,05-Oct,71,77,77
female,group C,high school,standard,none,divorced,sometimes,no,4,private,< 5,60,62,56
male,group C,some college,standard,none,divorced,regularly,no,3,private,> 10,80,72,77
female,group D,high school,standard,none,single,regularly,yes,1,school_bus,< 5,75,76,76
male,group E,high school,free/reduced,completed,married,never,no,1,school_bus,05-Oct,70,65,66
female,group D,high school,free/reduced,completed,single,sometimes,no,4,private,05-Oct,61,83,80
female,group C,associate's degree,free/reduced,completed,divorced,regularly,yes,4,school_bus,05-Oct,40,68,68
female,group C,master's degree,free/reduced,none,married,sometimes,yes,0,private,< 5,59,61,64
female,group C,master's degree,free/reduced,none,single,regularly,yes,0,school_bus,05-Oct,54,73,67
female,group E,some college,standard,none,married,regularly,yes,4,private,< 5,49,55,51
male,group E,high school,standard,none,married,regularly,no,2,school_bus,05-Oct,78,74,67
female,group C,some college,free/reduced,completed,married,never,no,3,private,< 5,56,73,73
female,group B,some high school,standard,completed,divorced,never,yes,1,school_bus,05-Oct,51,64,67
female,group C,some high school,free/reduced,completed,married,never,no,2,private,> 10,10,31,35
male,group D,high school,standard,completed,single,regularly,yes,3,school_bus,05-Oct,62,58,59
male,group B,bachelor's degree,standard,none,married,regularly,yes,2,private,05-Oct,82,78,78
male,group C,some college,free/reduced,none,married,regularly,yes,2,school_bus,05-Oct,42,51,43
male,group D,some high school,standard,completed,married,regularly,yes,1,private,> 10,74,76,75
male,group C,high school,standard,completed,single,sometimes,yes,1,private,> 10,72,71,70
male,group B,high school,standard,completed,married,regularly,yes,1,private,> 10,98,79,84
male,group E,associate's degree,free/reduced,completed,single,regularly,no,2,school_bus,05-Oct,65,63,61
female,group C,associate's degree,free/reduced,none,married,sometimes,yes,4,school_bus,> 10,62,63,70
female,group C,some high school,standard,none,married,never,yes,3,school_bus,05-Oct,70,87,78
female,group D,some college,standard,none,married,sometimes,yes,1,private,05-Oct,55,65,59
female,group B,associate's degree,standard,completed,married,regularly,yes,2,school_bus,05-Oct,74,90,93
female,group B,associate's degree,free/reduced,completed,married,sometimes,yes,0,school_bus,05-Oct,32,43,48
male,group D,associate's degree,standard,none,single,regularly,yes,2,private,< 5,49,61,55
female,group E,bachelor's degree,standard,none,married,sometimes,yes,4,private,< 5,86,84,87
female,group C,high school,free/reduced,completed,married,regularly,yes,3,private,05-Oct,63,61,64
female,group C,associate's degree,free/reduced,none,married,regularly,no,3,school_bus,05-Oct,71,77,73
female,group A,master's degree,free/reduced,none,single,regularly,no,4,private,05-Oct,65,91,86
male,group B,bachelor's degree,standard,completed,married,sometimes,no,1,school_bus,05-Oct,96,100,100
male,group C,associate's degree,standard,completed,married,sometimes,yes,0,school_bus,05-Oct,84,77,80
male,group B,bachelor's degree,free/reduced,none,divorced,sometimes,no,2,school_bus,> 10,57,47,53
female,group B,some college,standard,none,married,sometimes,no,3,private,05-Oct,69,84,86
male,group D,associate's degree,standard,none,single,never,yes,1,private,< 5,51,54,50
male,group B,bachelor's degree,standard,none,divorced,regularly,yes,3,private,05-Oct,78,70,69
female,group C,some high school,standard,completed,married,sometimes,yes,4,private,05-Oct,87,94,92
male,group B,associate's degree,standard,none,single,sometimes,yes,1,private,> 10,96,83,86
male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,2,school_bus,< 5,58,61,60
female,group A,some high school,standard,none,married,sometimes,yes,2,school_bus,05-Oct,29,49,43
female,group C,some college,free/reduced,none,married,regularly,no,1,private,> 10,57,64,70
male,group C,associate's degree,free/reduced,completed,single,sometimes,no,3,private,> 10,69,61,64
male,group E,some high school,standard,none,single,regularly,yes,2,private,05-Oct,93,84,79
female,group B,some high school,standard,completed,married,regularly,yes,1,private,< 5,53,69,68
female,group D,some college,standard,completed,single,never,yes,3,school_bus,05-Oct,81,93,97
male,group C,associate's degree,standard,none,single,sometimes,no,4,school_bus,05-Oct,88,83,79
female,group E,some high school,standard,completed,divorced,sometimes,no,4,private,05-Oct,85,95,97
female,group D,associate's degree,standard,none,divorced,regularly,yes,2,school_bus,05-Oct,86,88,90
male,group C,some high school,standard,none,single,regularly,yes,2,school_bus,> 10,68,62,59
male,group C,master's degree,standard,completed,single,regularly,yes,1,private,05-Oct,71,69,76
female,group E,associate's degree,free/reduced,completed,married,sometimes,yes,4,private,05-Oct,60,59,69
male,group E,master's degree,standard,none,married,sometimes,yes,3,private,05-Oct,100,100,95
female,group D,high school,standard,none,divorced,sometimes,yes,4,school_bus,05-Oct,62,59,61
female,group D,some high school,standard,completed,married,sometimes,yes,3,private,05-Oct,52,55,62
male,group C,high school,free/reduced,none,married,never,yes,1,private,< 5,57,59,48
male,group D,some high school,free/reduced,completed,divorced,regularly,yes,3,school_bus,< 5,56,50,60
female,group B,high school,free/reduced,completed,divorced,sometimes,yes,2,school_bus,05-Oct,65,70,74
male,group B,high school,free/reduced,completed,single,sometimes,yes,2,private,05-Oct,50,60,56
male,group D,some college,standard,completed,single,sometimes,yes,5,school_bus,< 5,69,67,73
male,group B,some college,standard,completed,married,sometimes,yes,1,private,05-Oct,51,42,44
male,group D,master's degree,free/reduced,none,married,sometimes,no,4,school_bus,< 5,66,65,58
female,group B,high school,standard,completed,single,sometimes,yes,2,private,> 10,77,96,95
male,group E,some college,standard,none,married,sometimes,no,2,school_bus,05-Oct,65,59,54
male,group C,master's degree,standard,completed,married,sometimes,yes,1,school_bus,> 10,86,72,80
female,group D,bachelor's degree,free/reduced,none,single,sometimes,yes,1,school_bus,05-Oct,42,54,52
female,group B,some high school,free/reduced,none,married,sometimes,yes,1,private,< 5,37,61,50
male,group C,some college,standard,none,divorced,sometimes,no,3,school_bus,> 10,75,73,79
female,group C,some college,standard,none,single,regularly,no,2,school_bus,05-Oct,88,100,93
male,group E,bachelor's degree,standard,completed,single,sometimes,yes,1,school_bus,05-Oct,82,87,86
male,group E,associate's degree,standard,completed,married,sometimes,yes,4,school_bus,05-Oct,81,65,64
male,group C,some high school,free/reduced,none,married,sometimes,no,4,school_bus,< 5,73,69,64
male,group B,master's degree,free/reduced,none,married,regularly,yes,2,school_bus,05-Oct,61,60,53
female,group C,associate's degree,standard,none,married,sometimes,yes,1,school_bus,< 5,64,82,74
male,group C,master's degree,standard,completed,divorced,sometimes,yes,6,private,> 10,79,90,87
female,group E,some high school,standard,none,married,regularly,no,1,school_bus,05-Oct,75,72,78
female,group B,associate's degree,standard,none,divorced,regularly,no,1,private,> 10,32,51,46
male,group D,associate's degree,free/reduced,completed,married,sometimes,yes,3,private,05-Oct,54,54,47
male,group B,bachelor's degree,free/reduced,none,married,sometimes,no,1,school_bus,> 10,53,51,48
male,group A,associate's degree,standard,completed,married,sometimes,yes,0,private,05-Oct,69,65,65
male,group C,associate's degree,free/reduced,none,married,regularly,yes,2,school_bus,< 5,55,55,50
female,group B,associate's degree,free/reduced,none,single,sometimes,no,1,private,05-Oct,49,60,57
male,group D,high school,standard,completed,divorced,sometimes,yes,1,school_bus,> 10,98,91,97
male,group E,associate's degree,standard,completed,married,sometimes,yes,1,school_bus,05-Oct,92,72,76
female,group B,associate's degree,standard,none,married,sometimes,yes,2,school_bus,< 5,64,66,68
male,group D,bachelor's degree,standard,completed,married,regularly,yes,0,private,> 10,88,77,90
male,group C,some high school,standard,none,married,regularly,yes,2,private,< 5,57,57,56
female,group C,some high school,standard,completed,single,regularly,yes,2,school_bus,05-Oct,77,83,86
female,group D,some college,free/reduced,none,divorced,sometimes,yes,1,school_bus,05-Oct,53,75,73
